gray_img,rgb_img,Label
"[[[251 251 251]
  [255 255 255]
  [246 246 246]
  ...
  [254 254 254]
  [255 255 255]
  [253 253 253]]

 [[255 255 255]
  [229 229 229]
  [255 255 255]
  ...
  [252 252 252]
  [251 251 251]
  [249 249 249]]

 [[241 241 241]
  [255 255 255]
  [242 242 242]
  ...
  [255 255 255]
  [255 255 255]
  [251 251 251]]

 ...

 [[255 255 255]
  [255 255 255]
  [252 252 252]
  ...
  [252 252 252]
  [252 252 252]
  [252 252 252]]

 [[255 255 255]
  [255 255 255]
  [254 254 254]
  ...
  [254 254 254]
  [254 254 254]
  [254 254 254]]

 [[252 252 252]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]","[[[251 251 251]
  [255 255 255]
  [246 246 246]
  ...
  [254 254 254]
  [255 255 255]
  [253 253 253]]

 [[255 255 255]
  [229 229 229]
  [255 255 255]
  ...
  [252 252 252]
  [251 251 251]
  [249 249 249]]

 [[241 241 241]
  [255 255 255]
  [242 242 242]
  ...
  [255 255 255]
  [255 255 255]
  [251 251 251]]

 ...

 [[255 255 255]
  [255 255 255]
  [252 252 252]
  ...
  [252 252 252]
  [252 252 252]
  [252 252 252]]

 [[255 255 255]
  [255 255 255]
  [254 254 254]
  ...
  [254 254 254]
  [254 254 254]
  [254 254 254]]

 [[252 252 252]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",No
"[[[173 173 173]
  [ 21  21  21]
  [ 31  31  31]
  ...
  [ 29  29  29]
  [ 28  28  28]
  [ 27  27  27]]

 [[162 162 162]
  [  8   8   8]
  [ 19  19  19]
  ...
  [  7   7   7]
  [  7   7   7]
  [  7   7   7]]

 [[167 167 167]
  [  8   8   8]
  [ 22  22  22]
  ...
  [ 17  17  17]
  [ 18  18  18]
  [ 19  19  19]]

 ...

 [[213 213 213]
  [144 144 144]
  [174 174 174]
  ...
  [ 27  27  27]
  [ 27  27  27]
  [ 30  30  30]]

 [[192 192 192]
  [ 88  88  88]
  [112 112 112]
  ...
  [ 28  28  28]
  [ 28  28  28]
  [ 29  29  29]]

 [[181 181 181]
  [ 49  49  49]
  [ 54  54  54]
  ...
  [ 28  28  28]
  [ 28  28  28]
  [ 29  29  29]]]","[[[173 173 173]
  [ 21  21  21]
  [ 31  31  31]
  ...
  [ 29  29  29]
  [ 28  28  28]
  [ 27  27  27]]

 [[162 162 162]
  [  8   8   8]
  [ 19  19  19]
  ...
  [  7   7   7]
  [  7   7   7]
  [  7   7   7]]

 [[167 167 167]
  [  8   8   8]
  [ 22  22  22]
  ...
  [ 17  17  17]
  [ 18  18  18]
  [ 19  19  19]]

 ...

 [[213 213 213]
  [144 144 144]
  [174 174 174]
  ...
  [ 27  27  27]
  [ 27  27  27]
  [ 30  30  30]]

 [[192 192 192]
  [ 88  88  88]
  [112 112 112]
  ...
  [ 28  28  28]
  [ 28  28  28]
  [ 29  29  29]]

 [[181 181 181]
  [ 49  49  49]
  [ 54  54  54]
  ...
  [ 28  28  28]
  [ 28  28  28]
  [ 29  29  29]]]",No
"[[[182 182 182]
  [105 105 105]
  [131 131 131]
  ...
  [125 125 125]
  [106 106 106]
  [189 189 189]]

 [[104 104 104]
  [  7   7   7]
  [ 20  20  20]
  ...
  [ 10  10  10]
  [  1   1   1]
  [104 104 104]]

 [[125 125 125]
  [ 14  14  14]
  [ 26  26  26]
  ...
  [ 25  25  25]
  [ 11  11  11]
  [125 125 125]]

 ...

 [[125 125 125]
  [ 14  14  14]
  [ 17  17  17]
  ...
  [ 18  18  18]
  [ 21  21  21]
  [117 117 117]]

 [[ 99  99  99]
  [  3   3   3]
  [  7   7   7]
  ...
  [  4   4   4]
  [  6   6   6]
  [ 95  95  95]]

 [[188 188 188]
  [109 109 109]
  [118 118 118]
  ...
  [117 117 117]
  [111 111 111]
  [182 182 182]]]","[[[182 182 182]
  [105 105 105]
  [131 131 131]
  ...
  [125 125 125]
  [106 106 106]
  [189 189 189]]

 [[104 104 104]
  [  7   7   7]
  [ 20  20  20]
  ...
  [ 10  10  10]
  [  1   1   1]
  [104 104 104]]

 [[125 125 125]
  [ 14  14  14]
  [ 26  26  26]
  ...
  [ 25  25  25]
  [ 11  11  11]
  [125 125 125]]

 ...

 [[125 125 125]
  [ 14  14  14]
  [ 17  17  17]
  ...
  [ 18  18  18]
  [ 21  21  21]
  [117 117 117]]

 [[ 99  99  99]
  [  3   3   3]
  [  7   7   7]
  ...
  [  4   4   4]
  [  6   6   6]
  [ 95  95  95]]

 [[188 188 188]
  [109 109 109]
  [118 118 118]
  ...
  [117 117 117]
  [111 111 111]
  [182 182 182]]]",No
"[[[13 13 13]
  [11 11 11]
  [ 7  7  7]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 6  6  6]
  [ 6  6  6]
  [ 5  5  5]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 3  3  3]
  [ 5  5  5]
  [ 6  6  6]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 ...

 [[ 2  2  2]
  [ 4  4  4]
  [ 6  6  6]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 3  3  3]
  [ 5  5  5]
  [ 7  7  7]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 4  4  4]
  [ 6  6  6]
  [ 8  8  8]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]]","[[[13 13 13]
  [11 11 11]
  [ 7  7  7]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 6  6  6]
  [ 6  6  6]
  [ 5  5  5]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 3  3  3]
  [ 5  5  5]
  [ 6  6  6]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 ...

 [[ 2  2  2]
  [ 4  4  4]
  [ 6  6  6]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 3  3  3]
  [ 5  5  5]
  [ 7  7  7]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 4  4  4]
  [ 6  6  6]
  [ 8  8  8]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]]",No
"[[[179 179 179]
  [115 115 115]
  [141 141 141]
  ...
  [138 138 138]
  [100 100 100]
  [195 195 195]]

 [[109 109 109]
  [  7   7   7]
  [ 11  11  11]
  ...
  [ 15  15  15]
  [  3   3   3]
  [121 121 121]]

 [[133 133 133]
  [  8   8   8]
  [ 12  12  12]
  ...
  [  1   1   1]
  [  0   0   0]
  [125 125 125]]

 ...

 [[129 129 129]
  [  9   9   9]
  [  9   9   9]
  ...
  [  5   5   5]
  [  0   0   0]
  [130 130 130]]

 [[108 108 108]
  [  3   3   3]
  [  9   9   9]
  ...
  [ 12  12  12]
  [  4   4   4]
  [119 119 119]]

 [[194 194 194]
  [107 107 107]
  [123 123 123]
  ...
  [123 123 123]
  [ 99  99  99]
  [186 186 186]]]","[[[179 179 179]
  [115 115 115]
  [141 141 141]
  ...
  [138 138 138]
  [100 100 100]
  [195 195 195]]

 [[109 109 109]
  [  7   7   7]
  [ 11  11  11]
  ...
  [ 15  15  15]
  [  3   3   3]
  [121 121 121]]

 [[133 133 133]
  [  8   8   8]
  [ 12  12  12]
  ...
  [  1   1   1]
  [  0   0   0]
  [125 125 125]]

 ...

 [[129 129 129]
  [  9   9   9]
  [  9   9   9]
  ...
  [  5   5   5]
  [  0   0   0]
  [130 130 130]]

 [[108 108 108]
  [  3   3   3]
  [  9   9   9]
  ...
  [ 12  12  12]
  [  4   4   4]
  [119 119 119]]

 [[194 194 194]
  [107 107 107]
  [123 123 123]
  ...
  [123 123 123]
  [ 99  99  99]
  [186 186 186]]]",No
"[[[34 34 34]
  [35 35 35]
  [34 34 34]
  ...
  [36 36 36]
  [34 34 34]
  [34 34 34]]

 [[ 2  2  2]
  [ 2  2  2]
  [ 2  2  2]
  ...
  [ 1  1  1]
  [ 3  3  3]
  [ 3  3  3]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 3  3  3]
  [ 3  3  3]]

 ...

 [[ 1  1  1]
  [ 1  1  1]
  [ 1  1  1]
  ...
  [ 0  0  0]
  [ 2  2  2]
  [ 2  2  2]]

 [[ 1  1  1]
  [ 1  1  1]
  [ 1  1  1]
  ...
  [ 0  0  0]
  [ 2  2  2]
  [ 2  2  2]]

 [[ 1  1  1]
  [ 1  1  1]
  [ 1  1  1]
  ...
  [ 0  0  0]
  [ 2  2  2]
  [ 2  2  2]]]","[[[34 34 34]
  [35 35 35]
  [34 34 34]
  ...
  [36 36 36]
  [34 34 34]
  [34 34 34]]

 [[ 2  2  2]
  [ 2  2  2]
  [ 2  2  2]
  ...
  [ 1  1  1]
  [ 3  3  3]
  [ 3  3  3]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 3  3  3]
  [ 3  3  3]]

 ...

 [[ 1  1  1]
  [ 1  1  1]
  [ 1  1  1]
  ...
  [ 0  0  0]
  [ 2  2  2]
  [ 2  2  2]]

 [[ 1  1  1]
  [ 1  1  1]
  [ 1  1  1]
  ...
  [ 0  0  0]
  [ 2  2  2]
  [ 2  2  2]]

 [[ 1  1  1]
  [ 1  1  1]
  [ 1  1  1]
  ...
  [ 0  0  0]
  [ 2  2  2]
  [ 2  2  2]]]",No
"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]","[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]",No
"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]","[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]",No
"[[[42 42 42]
  [33 33 33]
  [47 47 47]
  ...
  [23 23 23]
  [ 4  4  4]
  [30 30 30]]

 [[20 20 20]
  [15 15 15]
  [38 38 38]
  ...
  [19 19 19]
  [41 41 41]
  [38 38 38]]

 [[14 14 14]
  [ 5  5  5]
  [24 24 24]
  ...
  [16 16 16]
  [36 36 36]
  [50 50 50]]

 ...

 [[50 50 50]
  [44 44 44]
  [42 42 42]
  ...
  [43 43 43]
  [47 47 47]
  [29 29 29]]

 [[38 38 38]
  [38 38 38]
  [34 34 34]
  ...
  [33 33 33]
  [41 41 41]
  [49 49 49]]

 [[55 55 55]
  [50 50 50]
  [40 40 40]
  ...
  [52 52 52]
  [66 66 66]
  [50 50 50]]]","[[[42 42 42]
  [33 33 33]
  [47 47 47]
  ...
  [23 23 23]
  [ 4  4  4]
  [30 30 30]]

 [[20 20 20]
  [15 15 15]
  [38 38 38]
  ...
  [19 19 19]
  [41 41 41]
  [38 38 38]]

 [[14 14 14]
  [ 5  5  5]
  [24 24 24]
  ...
  [16 16 16]
  [36 36 36]
  [50 50 50]]

 ...

 [[50 50 50]
  [44 44 44]
  [42 42 42]
  ...
  [43 43 43]
  [47 47 47]
  [29 29 29]]

 [[38 38 38]
  [38 38 38]
  [34 34 34]
  ...
  [33 33 33]
  [41 41 41]
  [49 49 49]]

 [[55 55 55]
  [50 50 50]
  [40 40 40]
  ...
  [52 52 52]
  [66 66 66]
  [50 50 50]]]",No
"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]","[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]",No
"[[[22 22 22]
  [22 22 22]
  [22 22 22]
  ...
  [22 22 22]
  [22 22 22]
  [22 22 22]]

 [[22 22 22]
  [22 22 22]
  [22 22 22]
  ...
  [22 22 22]
  [22 22 22]
  [22 22 22]]

 [[22 22 22]
  [22 22 22]
  [22 22 22]
  ...
  [22 22 22]
  [22 22 22]
  [22 22 22]]

 ...

 [[22 22 22]
  [22 22 22]
  [22 22 22]
  ...
  [22 22 22]
  [22 22 22]
  [22 22 22]]

 [[22 22 22]
  [22 22 22]
  [22 22 22]
  ...
  [22 22 22]
  [22 22 22]
  [22 22 22]]

 [[22 22 22]
  [22 22 22]
  [22 22 22]
  ...
  [22 22 22]
  [22 22 22]
  [22 22 22]]]","[[[22 22 22]
  [22 22 22]
  [22 22 22]
  ...
  [22 22 22]
  [22 22 22]
  [22 22 22]]

 [[22 22 22]
  [22 22 22]
  [22 22 22]
  ...
  [22 22 22]
  [22 22 22]
  [22 22 22]]

 [[22 22 22]
  [22 22 22]
  [22 22 22]
  ...
  [22 22 22]
  [22 22 22]
  [22 22 22]]

 ...

 [[22 22 22]
  [22 22 22]
  [22 22 22]
  ...
  [22 22 22]
  [22 22 22]
  [22 22 22]]

 [[22 22 22]
  [22 22 22]
  [22 22 22]
  ...
  [22 22 22]
  [22 22 22]
  [22 22 22]]

 [[22 22 22]
  [22 22 22]
  [22 22 22]
  ...
  [22 22 22]
  [22 22 22]
  [22 22 22]]]",No
"[[[ 3  3  3]
  [ 3  3  3]
  [ 3  3  3]
  ...
  [ 2  2  2]
  [ 1  1  1]
  [ 1  1  1]]

 [[ 3  3  3]
  [ 3  3  3]
  [ 3  3  3]
  ...
  [ 2  2  2]
  [ 1  1  1]
  [ 1  1  1]]

 [[ 3  3  3]
  [ 3  3  3]
  [ 3  3  3]
  ...
  [ 1  1  1]
  [ 1  1  1]
  [ 1  1  1]]

 ...

 [[ 0  0  0]
  [ 4  4  4]
  [14 14 14]
  ...
  [ 1  1  1]
  [ 0  0  0]
  [ 0  0  0]]

 [[10 10 10]
  [ 6  6  6]
  [ 2  2  2]
  ...
  [ 1  1  1]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [28 28 28]
  [18 18 18]
  ...
  [ 2  2  2]
  [ 0  0  0]
  [ 0  0  0]]]","[[[ 3  3  3]
  [ 3  3  3]
  [ 3  3  3]
  ...
  [ 2  2  2]
  [ 1  1  1]
  [ 1  1  1]]

 [[ 3  3  3]
  [ 3  3  3]
  [ 3  3  3]
  ...
  [ 2  2  2]
  [ 1  1  1]
  [ 1  1  1]]

 [[ 3  3  3]
  [ 3  3  3]
  [ 3  3  3]
  ...
  [ 1  1  1]
  [ 1  1  1]
  [ 1  1  1]]

 ...

 [[ 0  0  0]
  [ 4  4  4]
  [14 14 14]
  ...
  [ 1  1  1]
  [ 0  0  0]
  [ 0  0  0]]

 [[10 10 10]
  [ 6  6  6]
  [ 2  2  2]
  ...
  [ 1  1  1]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [28 28 28]
  [18 18 18]
  ...
  [ 2  2  2]
  [ 0  0  0]
  [ 0  0  0]]]",No
"[[[32 32 32]
  [32 32 32]
  [32 32 32]
  ...
  [32 32 32]
  [32 32 32]
  [32 32 32]]

 [[ 3  3  3]
  [ 3  3  3]
  [ 3  3  3]
  ...
  [ 3  3  3]
  [ 3  3  3]
  [ 3  3  3]]

 [[ 5  5  5]
  [ 5  5  5]
  [ 5  5  5]
  ...
  [ 3  3  3]
  [ 2  2  2]
  [ 2  2  2]]

 ...

 [[10 10 10]
  [ 8  8  8]
  [ 8  8  8]
  ...
  [10 10 10]
  [ 8  8  8]
  [ 8  8  8]]

 [[ 8  8  8]
  [ 5  5  5]
  [ 6  6  6]
  ...
  [12 12 12]
  [10 10 10]
  [10 10 10]]

 [[12 12 12]
  [12 12 12]
  [ 9  9  9]
  ...
  [10 10 10]
  [ 8  8  8]
  [ 8  8  8]]]","[[[32 32 32]
  [32 32 32]
  [32 32 32]
  ...
  [32 32 32]
  [32 32 32]
  [32 32 32]]

 [[ 3  3  3]
  [ 3  3  3]
  [ 3  3  3]
  ...
  [ 3  3  3]
  [ 3  3  3]
  [ 3  3  3]]

 [[ 5  5  5]
  [ 5  5  5]
  [ 5  5  5]
  ...
  [ 3  3  3]
  [ 2  2  2]
  [ 2  2  2]]

 ...

 [[10 10 10]
  [ 8  8  8]
  [ 8  8  8]
  ...
  [10 10 10]
  [ 8  8  8]
  [ 8  8  8]]

 [[ 8  8  8]
  [ 5  5  5]
  [ 6  6  6]
  ...
  [12 12 12]
  [10 10 10]
  [10 10 10]]

 [[12 12 12]
  [12 12 12]
  [ 9  9  9]
  ...
  [10 10 10]
  [ 8  8  8]
  [ 8  8  8]]]",No
"[[[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]

 [[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]

 [[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]","[[[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]

 [[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]

 [[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]",No
"[[[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 2  2  2]
  [ 2  2  2]
  [ 2  2  2]]

 [[ 2  2  2]
  [ 2  2  2]
  [ 2  2  2]
  ...
  [ 2  2  2]
  [ 2  2  2]
  [ 2  2  2]]

 [[ 2  2  2]
  [ 3  3  3]
  [ 3  3  3]
  ...
  [ 2  2  2]
  [ 2  2  2]
  [ 2  2  2]]

 ...

 [[ 5  5  5]
  [ 0  0  0]
  [ 5  5  5]
  ...
  [ 4  4  4]
  [ 4  4  4]
  [ 3  3  3]]

 [[ 4  4  4]
  [34 34 34]
  [48 48 48]
  ...
  [ 4  4  4]
  [ 4  4  4]
  [ 4  4  4]]

 [[14 14 14]
  [97 97 97]
  [94 94 94]
  ...
  [ 3  3  3]
  [ 3  3  3]
  [ 4  4  4]]]","[[[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 2  2  2]
  [ 2  2  2]
  [ 2  2  2]]

 [[ 2  2  2]
  [ 2  2  2]
  [ 2  2  2]
  ...
  [ 2  2  2]
  [ 2  2  2]
  [ 2  2  2]]

 [[ 2  2  2]
  [ 3  3  3]
  [ 3  3  3]
  ...
  [ 2  2  2]
  [ 2  2  2]
  [ 2  2  2]]

 ...

 [[ 5  5  5]
  [ 0  0  0]
  [ 5  5  5]
  ...
  [ 4  4  4]
  [ 4  4  4]
  [ 3  3  3]]

 [[ 4  4  4]
  [34 34 34]
  [48 48 48]
  ...
  [ 4  4  4]
  [ 4  4  4]
  [ 4  4  4]]

 [[14 14 14]
  [97 97 97]
  [94 94 94]
  ...
  [ 3  3  3]
  [ 3  3  3]
  [ 4  4  4]]]",No
"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]","[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]",No
"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]","[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]",No
